state,district,period,AFI
Delhi,South West Delhi,2025-07,19.622630763883787
Delhi,South West Delhi,2025-08,15.203352860997834
Delhi,South West Delhi,2025-09,20.092583797646306
Delhi,South West Delhi,2025-10,19.93586967158256
Delhi,South West Delhi,2025-11,29.250597440250356
Delhi,South West Delhi,2025-12,18.25309697296684
Delhi,South West Delhi,NaT,16.140636796523037
Delhi,West Delhi,2025-01,62.83257217729431
Delhi,West Delhi,2025-02,26.889323791879473
Delhi,West Delhi,2025-03,33.262429242560096
Delhi,West Delhi,2025-04,15.724712829172903
Delhi,West Delhi,2025-05,13.064910057761788
Delhi,West Delhi,2025-06,19.62925316862088
Delhi,West Delhi,2025-07,26.15905029488508
Delhi,West Delhi,2025-08,26.343098574016725
Delhi,West Delhi,2025-09,15.261696458491448
Delhi,West Delhi,2025-10,26.915156229485163
Delhi,West Delhi,2025-11,22.778335133767698
Delhi,West Delhi,2025-12,20.41038688001182
Delhi,West Delhi,NaT,15.60721833613126
Goa,Bardez,NaT,17.71117161010478
Goa,North Goa,2025-01,67.14562641790135
Goa,North Goa,2025-02,30.264512004847113
Goa,North Goa,2025-03,26.372286799270697
Goa,North Goa,2025-04,17.17184251815897
Goa,North Goa,2025-05,19.301637575697793
Goa,North Goa,2025-06,19.239306987484596
Goa,North Goa,2025-08,15.405557438827877
Goa,North Goa,2025-09,17.324927098013926
Goa,North Goa,2025-10,20.533778954495485
Goa,North Goa,2025-11,24.477715688784897
Goa,North Goa,2025-12,15.831171128823756
Goa,North Goa,NaT,15.363312343424976
Goa,South Goa,2025-01,72.38364904343763
Goa,South Goa,2025-02,33.12606280817436
Goa,South Goa,2025-03,27.4174729125569
Goa,South Goa,2025-04,19.43665441434342
Goa,South Goa,2025-05,20.145718528617753
Goa,South Goa,2025-06,16.380153242449463
Goa,South Goa,2025-07,17.35123842102698
Goa,South Goa,2025-08,14.563227977866559
Goa,South Goa,2025-09,14.972906151050113
Goa,South Goa,2025-10,17.718316999574586
Goa,South Goa,2025-11,19.13891991798203
Goa,South Goa,2025-12,16.413008679939413
Goa,South Goa,NaT,13.43603934583868
Gujarat,Ahmadabad,2025-01,64.84035285077597
Gujarat,Ahmadabad,2025-02,33.85407728752824
Gujarat,Ahmadabad,2025-03,28.700305277915316
Gujarat,Ahmadabad,2025-04,19.87112843913013
Gujarat,Ahmadabad,2025-05,8.245076094635943
Gujarat,Ahmadabad,2025-06,22.408536459983278
Gujarat,Ahmadabad,2025-08,17.036614674269117
Gujarat,Ahmadabad,2025-09,19.950827447235014
Gujarat,Ahmadabad,2025-10,21.16039798816913
Gujarat,Ahmadabad,2025-11,26.965802938286775
Gujarat,Ahmadabad,2025-12,19.840360276246777
Gujarat,Ahmadabad,NaT,20.63995852894488
Gujarat,Ahmedabad,2025-01,68.5502003926327
Gujarat,Ahmedabad,2025-02,33.263055286927596
Gujarat,Ahmedabad,2025-03,26.92318566703692
Gujarat,Ahmedabad,2025-04,19.82982496073911
Gujarat,Ahmedabad,2025-05,7.795071899914532
Gujarat,Ahmedabad,2025-06,21.210392509718975
Gujarat,Ahmedabad,2025-07,13.037614815748935
Gujarat,Ahmedabad,2025-08,19.981218667682118
Gujarat,Ahmedabad,2025-09,20.768015754934712
Gujarat,Ahmedabad,2025-10,19.08284695380275
Gujarat,Ahmedabad,2025-11,27.566689429672124
Gujarat,Ahmedabad,2025-12,18.222038466388167
Gujarat,Ahmedabad,NaT,17.065878314331133
Gujarat,Amreli,2025-01,68.00922412133123
Gujarat,Amreli,2025-02,30.69505313987299
Gujarat,Amreli,2025-03,27.67374138109374
Gujarat,Amreli,2025-04,20.629305048616423
Gujarat,Amreli,2025-06,24.007658536686037
Gujarat,Amreli,2025-07,19.428915025627827
Gujarat,Amreli,2025-08,20.36019813264878
Gujarat,Amreli,2025-09,18.667625041186685
Gujarat,Amreli,2025-10,22.396454044481835
Gujarat,Amreli,2025-11,24.055351841798224
Gujarat,Amreli,2025-12,20.093708588853406
Gujarat,Amreli,NaT,18.543350421700865
Gujarat,Anand,2025-01,65.59292560040893
Gujarat,Anand,2025-02,30.124214170952463
Gujarat,Anand,2025-03,26.513844330370347
Gujarat,Anand,2025-04,22.07023418545991
Gujarat,Anand,2025-06,17.102300482713392
Gujarat,Anand,2025-08,18.870345413026584
Gujarat,Anand,2025-09,22.9583000693363
Gujarat,Anand,2025-10,22.374882890671604
Gujarat,Anand,2025-11,27.042280640364645
Gujarat,Anand,2025-12,23.554712397084586
Gujarat,Anand,NaT,20.404675428566446
Gujarat,Arvalli,2025-01,68.56244429080307
Gujarat,Arvalli,2025-02,35.71586898210819
Gujarat,Arvalli,2025-03,33.07407155308786
Gujarat,Arvalli,2025-04,19.572192066594422
Gujarat,Arvalli,2025-05,13.530131129269968
Gujarat,Arvalli,2025-06,24.51689760972796
Gujarat,Arvalli,2025-08,23.126895315440844
Gujarat,Arvalli,2025-09,24.094161898632954
Gujarat,Arvalli,2025-10,26.058221930016494
Gujarat,Arvalli,2025-11,27.183137507804847
Gujarat,Arvalli,2025-12,26.528418743919943
Gujarat,Arvalli,NaT,21.321256840018716
Gujarat,Banas Kantha,2025-01,47.12334486987165
Gujarat,Banas Kantha,2025-02,26.772723636968053
Gujarat,Banas Kantha,2025-03,32.37463284929998
Gujarat,Banas Kantha,2025-04,15.430397225270422
Gujarat,Banas Kantha,2025-06,26.88128170230351
Gujarat,Banas Kantha,2025-09,22.492544648485353
Gujarat,Banas Kantha,2025-10,18.51519346323368
Gujarat,Banas Kantha,2025-12,21.00032813148994
Gujarat,Banas Kantha,NaT,25.520307514265845
Gujarat,Banaskantha,2025-01,65.76835262117802
Gujarat,Banaskantha,2025-02,35.18772272287453
Gujarat,Banaskantha,2025-03,27.729104532042538
Gujarat,Banaskantha,2025-04,21.740357861468397
Gujarat,Banaskantha,2025-05,5.985608095616703
Gujarat,Banaskantha,2025-06,24.088489755497086
Gujarat,Banaskantha,2025-08,15.70468211187268
Gujarat,Banaskantha,2025-09,23.655378695800522
Gujarat,Banaskantha,2025-10,18.647506557362362
Gujarat,Banaskantha,2025-11,28.67529565536792
Gujarat,Banaskantha,2025-12,22.14678716456297
Gujarat,Banaskantha,NaT,19.11521991801773
Gujarat,Bharuch,2025-01,65.45210004195417
Gujarat,Bharuch,2025-02,28.836316418846543
Gujarat,Bharuch,2025-03,26.308907287273854
Gujarat,Bharuch,2025-04,19.023921472779772
Gujarat,Bharuch,2025-05,5.039130376403671
Gujarat,Bharuch,2025-06,12.373551125122564
Gujarat,Bharuch,2025-08,15.004838641358841
Gujarat,Bharuch,2025-09,21.56848673046511
Gujarat,Bharuch,2025-10,17.942948404796425
Gujarat,Bharuch,2025-11,29.18746390886806
Gujarat,Bharuch,2025-12,21.265748939279295
Gujarat,Bharuch,NaT,17.76441898976689
Gujarat,Bhavnagar,2025-01,71.07051484754695
Gujarat,Bhavnagar,2025-02,36.550544535688104
Gujarat,Bhavnagar,2025-03,30.361540072347793
Gujarat,Bhavnagar,2025-04,16.470916416619254
Gujarat,Bhavnagar,2025-05,8.97567667032304
Gujarat,Bhavnagar,2025-06,24.151813015125807
Gujarat,Bhavnagar,2025-07,18.60800529959567
Gujarat,Bhavnagar,2025-08,20.2556740196772
Gujarat,Bhavnagar,2025-09,19.361993298539968
Gujarat,Bhavnagar,2025-10,22.14547953872372
Gujarat,Bhavnagar,2025-11,24.223897092566553
Gujarat,Bhavnagar,2025-12,23.4518707403458
Gujarat,Bhavnagar,NaT,17.975448066468946
Gujarat,Botad,2025-01,66.43806591121896
Gujarat,Botad,2025-02,26.083725522334564
Gujarat,Botad,2025-03,36.55968950280328
Gujarat,Botad,2025-04,14.134567054325737
Gujarat,Botad,2025-06,19.768990582996047
Gujarat,Botad,2025-08,16.378053975335135
Gujarat,Botad,2025-09,27.979534923807712
Gujarat,Botad,2025-10,17.825597723383193
Gujarat,Botad,2025-11,25.14873493895143
Gujarat,Botad,2025-12,24.51941995701907
Gujarat,Botad,NaT,18.1649610762537
Gujarat,Chhotaudepur,2025-01,70.94926028642833
Gujarat,Chhotaudepur,2025-02,31.978716559714037
Gujarat,Chhotaudepur,2025-03,34.59492206836713
Gujarat,Chhotaudepur,2025-04,20.3236439993742
Gujarat,Chhotaudepur,2025-05,9.644277493859963
Gujarat,Chhotaudepur,2025-06,20.785919207599644
Gujarat,Chhotaudepur,2025-07,26.20538863527607
Gujarat,Chhotaudepur,2025-08,20.86532563689237
Gujarat,Chhotaudepur,2025-09,23.487338194595058
Gujarat,Chhotaudepur,2025-10,23.43189607839595
Gujarat,Chhotaudepur,2025-11,26.572442764312353
Gujarat,Chhotaudepur,2025-12,25.239683110337648
Gujarat,Chhotaudepur,NaT,22.253506179291755
Gujarat,Dahod,2025-01,68.30806724851358
Gujarat,Dahod,2025-02,37.21161186062425
Gujarat,Dahod,2025-03,32.21167186909277
Gujarat,Dahod,2025-04,18.70517556261806
Gujarat,Dahod,2025-05,10.539760225889971
Gujarat,Dahod,2025-06,24.168604969329465
Gujarat,Dahod,2025-08,23.186804200521355
Gujarat,Dahod,2025-09,21.853734283358744
Gujarat,Dahod,2025-10,24.090490938225813
Gujarat,Dahod,2025-11,25.88890772531672
Gujarat,Dahod,2025-12,24.69952984208867
Gujarat,Dahod,NaT,21.73080334306734
Gujarat,Dang,2025-01,5.481666160603195
Gujarat,Devbhumi Dwarka,2025-01,68.77319878025878
Gujarat,Devbhumi Dwarka,2025-02,31.829803055267956
Gujarat,Devbhumi Dwarka,2025-03,31.570640942340653
Gujarat,Devbhumi Dwarka,2025-04,22.843661305713123
Gujarat,Devbhumi Dwarka,2025-06,21.048945200232733
Gujarat,Devbhumi Dwarka,2025-07,29.798901017917178
Gujarat,Devbhumi Dwarka,2025-08,21.113004167943227
Gujarat,Devbhumi Dwarka,2025-09,23.93617664420082
Gujarat,Devbhumi Dwarka,2025-10,25.756887332007903
Gujarat,Devbhumi Dwarka,2025-11,26.76920577330893
Gujarat,Devbhumi Dwarka,2025-12,19.931191375723845
Gujarat,Devbhumi Dwarka,NaT,18.778195963430218
Gujarat,Dohad,2025-01,70.66702817038723
Gujarat,Dohad,2025-02,34.722493136813696
Gujarat,Dohad,2025-03,27.817848600902515
Gujarat,Dohad,2025-04,16.74278791954709
Gujarat,Dohad,2025-05,10.346885724820511
Gujarat,Dohad,2025-06,23.262945791993438
Gujarat,Dohad,2025-07,3.974116954061048
Gujarat,Dohad,2025-08,25.635997005500716
Gujarat,Dohad,2025-09,23.395731682308288
Gujarat,Dohad,2025-10,24.022750383171754
Gujarat,Dohad,2025-11,23.698975228810493
Gujarat,Dohad,2025-12,21.026473746759695
Gujarat,Dohad,NaT,21.076911993570523
Gujarat,Gandhinagar,2025-01,68.50096649855163
Gujarat,Gandhinagar,2025-02,36.23851884467585
Gujarat,Gandhinagar,2025-03,25.415532479376004
Gujarat,Gandhinagar,2025-04,17.270537179154744
Gujarat,Gandhinagar,2025-05,9.390395967641576
Gujarat,Gandhinagar,2025-06,16.989184449571994
Gujarat,Gandhinagar,2025-07,4.010330572573609
Gujarat,Gandhinagar,2025-08,18.261937384226254
Gujarat,Gandhinagar,2025-09,18.293091431635133
Gujarat,Gandhinagar,2025-10,18.240212659543367
Gujarat,Gandhinagar,2025-11,21.423727387901483
Gujarat,Gandhinagar,2025-12,21.465576660106187
Gujarat,Gandhinagar,NaT,16.60624574130322
Gujarat,Gir Somnath,2025-01,65.98458208513827
Gujarat,Gir Somnath,2025-02,27.96527437595081
Gujarat,Gir Somnath,2025-03,25.370326710618627
Gujarat,Gir Somnath,2025-04,18.341864883266364
Gujarat,Gir Somnath,2025-06,21.48015897736827
Gujarat,Gir Somnath,2025-08,22.35709338712429
Gujarat,Gir Somnath,2025-09,22.92456838428655
Gujarat,Gir Somnath,2025-10,25.585045838892245
Gujarat,Gir Somnath,2025-11,26.884951782898753
Gujarat,Gir Somnath,2025-12,20.468540963592634
Gujarat,Gir Somnath,NaT,18.398149941028596
Gujarat,Jamnagar,2025-01,68.57017498249542
Gujarat,Jamnagar,2025-02,34.4990580766504
Gujarat,Jamnagar,2025-03,27.423846481308743
Gujarat,Jamnagar,2025-04,19.402199856124767
Gujarat,Jamnagar,2025-05,5.71239691750712
Gujarat,Jamnagar,2025-06,16.483795537799296
Gujarat,Jamnagar,2025-07,21.554142796115563
Gujarat,Jamnagar,2025-08,16.745210719302392
Gujarat,Jamnagar,2025-09,20.50698641651396
Gujarat,Jamnagar,2025-10,19.725047760702708
Gujarat,Jamnagar,2025-11,24.09393733806728
Gujarat,Jamnagar,2025-12,16.39025655818735
Gujarat,Jamnagar,NaT,15.893178253516952
Gujarat,Junagadh,2025-01,69.11837676933906
Gujarat,Junagadh,2025-02,31.81343614818068
Gujarat,Junagadh,2025-03,29.141607359014344
Gujarat,Junagadh,2025-04,21.507917923841486
Gujarat,Junagadh,2025-05,9.882348952899765
Gujarat,Junagadh,2025-06,23.93174289207767
Gujarat,Junagadh,2025-08,22.738839015161783
Gujarat,Junagadh,2025-09,23.294905972712638
Gujarat,Junagadh,2025-10,21.15457992348275
Gujarat,Junagadh,2025-11,26.313410530720486
Gujarat,Junagadh,2025-12,20.881087988924932
Gujarat,Junagadh,NaT,17.676196459564633
Gujarat,Kachchh,2025-01,69.271045187063
Gujarat,Kachchh,2025-02,29.90813163936243
Gujarat,Kachchh,2025-03,24.588118351973364
Gujarat,Kachchh,2025-04,19.76480452761867
Gujarat,Kachchh,2025-05,5.350073210540889
Gujarat,Kachchh,2025-06,19.840871302710752
Gujarat,Kachchh,2025-08,9.153173244125329
Gujarat,Kachchh,2025-09,21.283651629537136
Gujarat,Kachchh,2025-10,21.096115179965707
Gujarat,Kachchh,2025-11,24.42380329054723
Gujarat,Kachchh,2025-12,19.262075621358196
Gujarat,Kachchh,NaT,15.62601157605776
Gujarat,Kheda,2025-01,66.72728903344009
Gujarat,Kheda,2025-02,34.84678677346767
Gujarat,Kheda,2025-03,28.53787508321771
Gujarat,Kheda,2025-04,22.00390726623611
Gujarat,Kheda,2025-05,7.2050416996718605
Gujarat,Kheda,2025-06,16.812227928902455
Gujarat,Kheda,2025-08,20.221316656100633
Gujarat,Kheda,2025-09,21.472433126441345
Gujarat,Kheda,2025-10,20.217278329636205
Gujarat,Kheda,2025-11,24.45406304590068
Gujarat,Kheda,2025-12,19.601136637311367
Gujarat,Kheda,NaT,18.582653095836914
Gujarat,Mahesana,2025-01,70.19696217795558
Gujarat,Mahesana,2025-02,34.4527522542362
Gujarat,Mahesana,2025-03,30.72523869771645
Gujarat,Mahesana,2025-04,15.438315088542216
Gujarat,Mahesana,2025-05,7.750363300876607
Gujarat,Mahesana,2025-06,20.197132179375
Gujarat,Mahesana,2025-07,17.29808572810673
Gujarat,Mahesana,2025-08,20.237422670621086
Gujarat,Mahesana,2025-09,21.812059526241647
Gujarat,Mahesana,2025-10,20.431577812282217
Gujarat,Mahesana,2025-11,22.686616072339376
Gujarat,Mahesana,2025-12,20.656713488143378
Gujarat,Mahesana,NaT,17.93329612245299
Gujarat,Mahisagar,2025-01,68.98617625818524
Gujarat,Mahisagar,2025-02,37.78612453794916
Gujarat,Mahisagar,2025-03,32.002732440281044
Gujarat,Mahisagar,2025-04,19.405173321944417
Gujarat,Mahisagar,2025-05,11.282996193487286
Gujarat,Mahisagar,2025-06,17.933730565705716
Gujarat,Mahisagar,2025-08,24.0001240688602
Gujarat,Mahisagar,2025-09,24.733398410619284
Gujarat,Mahisagar,2025-10,24.92909828422654
Gujarat,Mahisagar,2025-11,24.99823052424001
Gujarat,Mahisagar,2025-12,27.20094086102809
Gujarat,Mahisagar,NaT,20.87350505594781
Gujarat,Morbi,2025-01,67.21017003263452
Gujarat,Morbi,2025-02,33.03954772376203
Gujarat,Morbi,2025-03,28.33080020976984
Gujarat,Morbi,2025-04,22.12424109618161
Gujarat,Morbi,2025-05,9.68379371518159
Gujarat,Morbi,2025-06,19.977521764744786
Gujarat,Morbi,2025-08,16.791768304685267
Gujarat,Morbi,2025-09,24.34263223892174
Gujarat,Morbi,2025-10,21.53303037780271
Gujarat,Morbi,2025-11,24.33862353863309
Gujarat,Morbi,2025-12,17.323906197131933
Gujarat,Morbi,NaT,16.540533484137057
Gujarat,Narmada,2025-01,66.68792567059009
Gujarat,Narmada,2025-02,31.746888167221726
Gujarat,Narmada,2025-03,31.24540223228086
Gujarat,Narmada,2025-04,17.5803324726665
Gujarat,Narmada,2025-06,24.107504782928515
Gujarat,Narmada,2025-08,25.713043534089667
Gujarat,Narmada,2025-09,26.782943056059615
Gujarat,Narmada,2025-10,21.788927511337082
Gujarat,Narmada,2025-11,20.560286377484562
Gujarat,Narmada,2025-12,23.616941336643826
Gujarat,Narmada,NaT,20.246496846747977
Gujarat,Navsari,2025-01,65.69779256661113
Gujarat,Navsari,2025-02,28.77601394436549
Gujarat,Navsari,2025-03,32.24303952215906
Gujarat,Navsari,2025-04,18.74118772810454
Gujarat,Navsari,2025-05,6.299381909272403
Gujarat,Navsari,2025-06,16.100895621057425
Gujarat,Navsari,2025-08,16.759003631343898
Gujarat,Navsari,2025-09,19.745508830195917
Gujarat,Navsari,2025-10,18.107285818809622
Gujarat,Navsari,2025-11,20.644397263967353
Gujarat,Navsari,2025-12,17.595372809680526
Gujarat,Navsari,NaT,17.34281009217692
Gujarat,Panch Mahals,2025-01,20.818176305449906
Gujarat,Panch Mahals,2025-02,14.640876281859446
Gujarat,Panch Mahals,2025-03,18.525383907133364
Gujarat,Panch Mahals,2025-04,17.432275521680992
Gujarat,Panch Mahals,2025-06,23.879921617239365
Gujarat,Panch Mahals,2025-08,15.184872227207824
Gujarat,Panch Mahals,2025-10,29.552811261570522
Gujarat,Panch Mahals,NaT,30.62559542832381
Gujarat,Panchmahals,2025-01,70.6974847542242
Gujarat,Panchmahals,2025-02,39.074665879248464
Gujarat,Panchmahals,2025-03,33.948341529154284
Gujarat,Panchmahals,2025-04,14.807390314016299
Gujarat,Panchmahals,2025-05,6.784848695690446
Gujarat,Panchmahals,2025-06,20.48340955668329
Gujarat,Panchmahals,2025-07,24.24344442567806
Gujarat,Panchmahals,2025-08,22.755315526557922
Gujarat,Panchmahals,2025-09,24.54141753743327
Gujarat,Panchmahals,2025-10,22.850216766978896
Gujarat,Panchmahals,2025-11,25.243445007731825
Gujarat,Panchmahals,2025-12,22.900815933520743
Gujarat,Panchmahals,NaT,22.39895689125815
Gujarat,Patan,2025-01,68.00393166863803
Gujarat,Patan,2025-02,37.20090876844666
Gujarat,Patan,2025-03,32.52731247473356
Gujarat,Patan,2025-04,15.892554607357278
Gujarat,Patan,2025-05,8.250090877626633
Gujarat,Patan,2025-06,19.655718188657378
Gujarat,Patan,2025-08,15.39701332374113
Gujarat,Patan,2025-09,19.589104778201825
Gujarat,Patan,2025-10,20.163276233484574
Gujarat,Patan,2025-11,21.64219309990061
Gujarat,Patan,2025-12,20.418310791582694
Gujarat,Patan,NaT,18.99430922248199
Gujarat,Porbandar,2025-01,66.01281059077759
Gujarat,Porbandar,2025-02,26.04625133974795
Gujarat,Porbandar,2025-03,29.645320920755655
Gujarat,Porbandar,2025-04,15.206306052418006
Gujarat,Porbandar,2025-06,14.395899469013912
Gujarat,Porbandar,2025-08,20.023540486595728
Gujarat,Porbandar,2025-09,19.2337007063045
Gujarat,Porbandar,2025-10,17.69786091914789
Gujarat,Porbandar,2025-11,19.306854529519775
Gujarat,Porbandar,2025-12,14.453965970974005
Gujarat,Porbandar,NaT,14.856633867164325
Gujarat,Rajkot,2025-01,66.75690204068492
Gujarat,Rajkot,2025-02,35.819843432476304
Gujarat,Rajkot,2025-03,32.75269111396083
Gujarat,Rajkot,2025-04,17.263844836718004
Gujarat,Rajkot,2025-05,6.237570177842646
Gujarat,Rajkot,2025-06,15.074263380827617
Gujarat,Rajkot,2025-07,7.845016599101662
Gujarat,Rajkot,2025-08,13.788153401256062
Gujarat,Rajkot,2025-09,16.741862983763895
Gujarat,Rajkot,2025-10,17.382842139729956
Gujarat,Rajkot,2025-11,20.75485565532906
Gujarat,Rajkot,2025-12,15.018432139083318
Gujarat,Rajkot,NaT,15.143498214147003
Gujarat,Sabar Kantha,2025-01,21.603808676161663
Gujarat,Sabar Kantha,2025-02,25.24840917172056
Gujarat,Sabar Kantha,2025-03,27.05448902236175
Gujarat,Sabar Kantha,2025-04,20.47388500977266
Gujarat,Sabar Kantha,2025-06,3.415074644480613
Gujarat,Sabar Kantha,2025-08,22.44527339671783
Gujarat,Sabar Kantha,2025-09,27.02660245628023
Gujarat,Sabar Kantha,2025-10,25.246698636166784
Gujarat,Sabar Kantha,2025-11,23.81147259062003
Gujarat,Sabar Kantha,2025-12,26.071326713592896
Gujarat,Sabar Kantha,NaT,34.91399097578964
Gujarat,Sabarkantha,2025-01,66.73650511872832
Gujarat,Sabarkantha,2025-02,33.63690514217601
Gujarat,Sabarkantha,2025-03,29.768472102872664
Gujarat,Sabarkantha,2025-04,17.583133660201547
Gujarat,Sabarkantha,2025-05,8.242948004916776
Gujarat,Sabarkantha,2025-06,15.504669045831376
Gujarat,Sabarkantha,2025-08,17.639125584930945
Gujarat,Sabarkantha,2025-09,21.510039350423
Gujarat,Sabarkantha,2025-10,20.79421937559935
Gujarat,Sabarkantha,2025-11,24.571537233412368
Gujarat,Sabarkantha,2025-12,19.502775559139977
Gujarat,Sabarkantha,NaT,18.647628136272157
Gujarat,Surat,2025-01,63.024696653679584
Gujarat,Surat,2025-02,30.912059073677828
Gujarat,Surat,2025-03,23.254112310270493
Gujarat,Surat,2025-04,14.544179584509031
Gujarat,Surat,2025-05,10.567398659753094
Gujarat,Surat,2025-06,9.009930074134308
Gujarat,Surat,2025-07,15.781588996043354
Gujarat,Surat,2025-08,16.382451689126885
Gujarat,Surat,2025-09,17.822585255528857
Gujarat,Surat,2025-10,16.89661121060377
Gujarat,Surat,2025-11,18.77630490482681
Gujarat,Surat,2025-12,14.118297901611815
Gujarat,Surat,NaT,13.732353282553925
Gujarat,Surendra Nagar,2025-01,68.17432498956654
Gujarat,Surendra Nagar,2025-02,36.80445309756242
Gujarat,Surendra Nagar,2025-03,30.24129853218222
Gujarat,Surendra Nagar,2025-04,23.423249946669138
Gujarat,Surendra Nagar,2025-06,21.0895659053161
Gujarat,Surendra Nagar,2025-07,12.893761292054478
Gujarat,Surendra Nagar,2025-08,21.055831844510262
Gujarat,Surendra Nagar,2025-09,22.3767600047246
Gujarat,Surendra Nagar,2025-10,21.458737886310125
Gujarat,Surendra Nagar,2025-11,25.114828172079942
Gujarat,Surendra Nagar,2025-12,17.611397288308364
Gujarat,Surendra Nagar,NaT,17.010812051420036
Gujarat,Surendranagar,2025-01,28.838118776661577
Gujarat,Surendranagar,2025-02,24.942108300644954
Gujarat,Surendranagar,2025-03,22.66435743274554
Gujarat,Surendranagar,2025-04,19.036914580823726
Gujarat,Surendranagar,2025-06,15.1046959526782
Gujarat,Surendranagar,2025-08,28.948211077960355
Gujarat,Surendranagar,2025-09,20.065859054554068
Gujarat,Surendranagar,2025-10,22.09067167841327
Gujarat,Surendranagar,2025-11,19.71888035842424
Gujarat,Surendranagar,2025-12,18.653587627871115
Gujarat,Surendranagar,NaT,31.786903012901025
Gujarat,Tapi,2025-01,69.18611895426233
Gujarat,Tapi,2025-02,35.88214758928976
Gujarat,Tapi,2025-03,33.947351094961114
Gujarat,Tapi,2025-04,24.124321181586215
Gujarat,Tapi,2025-05,15.970354617172848
Gujarat,Tapi,2025-06,17.22426394314728
Gujarat,Tapi,2025-08,21.462892880624032
Gujarat,Tapi,2025-09,24.384059552561027
Gujarat,Tapi,2025-10,24.70288467796449
Gujarat,Tapi,2025-11,21.554814534178146
Gujarat,Tapi,2025-12,20.692810332459143
Gujarat,Tapi,NaT,21.833499954557777
Gujarat,The Dangs,2025-01,66.43614465901327
Gujarat,The Dangs,2025-02,39.490370926975224
Gujarat,The Dangs,2025-03,35.206515067328915
Gujarat,The Dangs,2025-04,22.919849366149858
Gujarat,The Dangs,2025-06,19.7130879996709
Gujarat,The Dangs,2025-08,23.60972613068683
Gujarat,The Dangs,2025-09,25.889393598320208
Gujarat,The Dangs,2025-10,24.885300314401224
Gujarat,The Dangs,2025-11,22.95027673429277
Gujarat,The Dangs,2025-12,20.439763791790643
Gujarat,The Dangs,NaT,21.59833823780108
Gujarat,Vadodara,2025-01,69.94301797959834
Gujarat,Vadodara,2025-02,34.91739236337725
Gujarat,Vadodara,2025-03,29.33794441525033
Gujarat,Vadodara,2025-04,18.21543337080644
Gujarat,Vadodara,2025-05,5.966796978528646
Gujarat,Vadodara,2025-06,14.513888424088673
Gujarat,Vadodara,2025-07,20.154795819357624
Gujarat,Vadodara,2025-08,17.449007924233225
Gujarat,Vadodara,2025-09,20.927741902071265
Gujarat,Vadodara,2025-10,18.271021773307137
Gujarat,Vadodara,2025-11,21.326491868954225
Gujarat,Vadodara,2025-12,19.270338723533172
Gujarat,Vadodara,NaT,17.20580119164206
Gujarat,Valsad,2025-01,67.81415527469379
Gujarat,Valsad,2025-02,35.01443775023929
Gujarat,Valsad,2025-03,32.109508372598384
Gujarat,Valsad,2025-04,22.005151650170994
Gujarat,Valsad,2025-05,12.513136688573994
Gujarat,Valsad,2025-06,13.874697205919619
Gujarat,Valsad,2025-07,13.693169041787176
Gujarat,Valsad,2025-08,20.696058208660766
Gujarat,Valsad,2025-09,20.334608474544876
Gujarat,Valsad,2025-10,19.00670103271116
Gujarat,Valsad,2025-11,20.90794742341804
Gujarat,Valsad,2025-12,20.720805649644937
Gujarat,Valsad,NaT,19.63207996460269
Haryana,Ambala,2025-01,67.24535470027018
Haryana,Ambala,2025-02,38.35972147762386
Haryana,Ambala,2025-03,27.836821309109602
Haryana,Ambala,2025-04,24.432040417628112
Haryana,Ambala,2025-05,24.95541745199043
Haryana,Ambala,2025-06,11.949131157009285
Haryana,Ambala,2025-08,16.453762255866803
Haryana,Ambala,2025-09,22.61056747704206
Haryana,Ambala,2025-10,22.949362224271425
Haryana,Ambala,2025-11,21.867432121018982
Haryana,Ambala,2025-12,19.15061283209731
Haryana,Ambala,NaT,18.346520956132395
Haryana,Bhiwani,2025-01,71.88524513006442
Haryana,Bhiwani,2025-02,38.16104975550689
Haryana,Bhiwani,2025-03,33.76213778482178
Haryana,Bhiwani,2025-04,21.768024992831453
Haryana,Bhiwani,2025-05,25.38517430405091
Haryana,Bhiwani,2025-06,14.85625038471882
Haryana,Bhiwani,2025-07,7.855277402207335
Haryana,Bhiwani,2025-08,21.637911181202345
Haryana,Bhiwani,2025-09,24.388221556923426
Haryana,Bhiwani,2025-10,21.14244317156455
Haryana,Bhiwani,2025-11,26.36650879840871
Haryana,Bhiwani,2025-12,19.56860519825013
Haryana,Bhiwani,NaT,18.9722627522524
Haryana,Charkhi Dadri,2025-01,64.78960051913432
Haryana,Charkhi Dadri,2025-02,32.36973858666974
Haryana,Charkhi Dadri,2025-03,23.035367202245226
Haryana,Charkhi Dadri,2025-04,17.933304357629915
Haryana,Charkhi Dadri,2025-05,11.12303910750943
Haryana,Charkhi Dadri,2025-06,12.603763046098203
Haryana,Charkhi Dadri,2025-07,4.005285814684072
Haryana,Charkhi Dadri,2025-08,16.805605945414555
Haryana,Charkhi Dadri,2025-09,20.23957165539621
Haryana,Charkhi Dadri,2025-10,11.281821525889642
Haryana,Charkhi Dadri,2025-11,18.988070739671937
Haryana,Charkhi Dadri,2025-12,12.159362141397395
Haryana,Charkhi Dadri,NaT,11.773039772455043
Haryana,Faridabad,2025-01,62.69219934138781
Haryana,Faridabad,2025-02,34.41963392993347
Haryana,Faridabad,2025-03,28.44152332564132
Haryana,Faridabad,2025-04,13.7173417804391
Haryana,Faridabad,2025-05,17.598778324023577
Haryana,Faridabad,2025-06,16.462913038298495
